model,experiment,ph,patient,metric,calculation,0
lstm,DEC_8_2023,60,ohio_591,CG_EGA_AP_hypo,std,0.0059312263870269
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE,mean,0.1711070780399274
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE,std,0.0076228502211823
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_eu,mean,0.1687886237173628
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_eu,std,0.0076296873335438
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_hyper,mean,0.2055408970976253
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_hyper,std,0.0086065996993667
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_hypo,mean,0.0115535317166154
lstm,DEC_8_2023,60,ohio_591,CG_EGA_BE_hypo,std,0.0095742128092653
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP,mean,0.1170961887477314
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP,std,0.0032836828683553
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_eu,mean,0.0557970570202329
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_eu,std,0.0041416659709767
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_hyper,mean,0.1124010554089709
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_hyper,std,0.0046754736534747
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_hypo,mean,0.9782060785767236
lstm,DEC_8_2023,60,ohio_591,CG_EGA_EP_hypo,std,0.0142980141038309
lstm,DEC_8_2023,60,ohio_591,MAPE,mean,22.701324820518494
lstm,DEC_8_2023,60,ohio_591,MAPE,std,0.8631862949922261
lstm,DEC_8_2023,60,ohio_591,MASE,mean,0.9298132061958312
lstm,DEC_8_2023,60,ohio_591,MASE,std,0.0142725368809374
lstm,DEC_8_2023,60,ohio_591,P_EGA_A,mean,0.6591651542649728
lstm,DEC_8_2023,60,ohio_591,P_EGA_A,std,0.0117572983200932
lstm,DEC_8_2023,60,ohio_591,P_EGA_A+B,mean,0.9422141560798548
lstm,DEC_8_2023,60,ohio_591,P_EGA_A+B,std,0.0010111352651313
lstm,DEC_8_2023,60,ohio_591,P_EGA_B,mean,0.283049001814882
lstm,DEC_8_2023,60,ohio_591,P_EGA_B,std,0.012410184041442
lstm,DEC_8_2023,60,ohio_591,P_EGA_C,mean,0.0021778584392014
lstm,DEC_8_2023,60,ohio_591,P_EGA_C,std,0.0007259528130671
lstm,DEC_8_2023,60,ohio_591,P_EGA_D,mean,0.0533575317604355
lstm,DEC_8_2023,60,ohio_591,P_EGA_D,std,0.0017633332561148
lstm,DEC_8_2023,60,ohio_591,P_EGA_E,mean,0.0022504537205081
lstm,DEC_8_2023,60,ohio_591,P_EGA_E,std,0.0001451905626134
lstm,DEC_8_2023,60,ohio_591,RMSE,mean,36.339132690429686
lstm,DEC_8_2023,60,ohio_591,RMSE,std,0.641504674414494
lstm,DEC_8_2023,60,ohio_591,R_EGA_A,mean,0.5174591651542649
lstm,DEC_8_2023,60,ohio_591,R_EGA_A,std,0.0161001211938762
lstm,DEC_8_2023,60,ohio_591,R_EGA_A+B,mean,0.7581125226860254
lstm,DEC_8_2023,60,ohio_591,R_EGA_A+B,std,0.0113504295171219
lstm,DEC_8_2023,60,ohio_591,R_EGA_B,mean,0.2406533575317604
lstm,DEC_8_2023,60,ohio_591,R_EGA_B,std,0.005623206310283
lstm,DEC_8_2023,60,ohio_591,R_EGA_lC,mean,0.0636660617059891
lstm,DEC_8_2023,60,ohio_591,R_EGA_lC,std,0.0052929876249896
lstm,DEC_8_2023,60,ohio_591,R_EGA_lD,mean,0.0311433756805807
lstm,DEC_8_2023,60,ohio_591,R_EGA_lD,std,0.0015123532962613
lstm,DEC_8_2023,60,ohio_591,R_EGA_lE,mean,0.0258439201451905
lstm,DEC_8_2023,60,ohio_591,R_EGA_lE,std,0.0016775637035631
lstm,DEC_8_2023,60,ohio_591,R_EGA_uC,mean,0.0639564428312159
lstm,DEC_8_2023,60,ohio_591,R_EGA_uC,std,0.0063303751307707
lstm,DEC_8_2023,60,ohio_591,R_EGA_uD,mean,0.0217785843920145
lstm,DEC_8_2023,60,ohio_591,R_EGA_uD,std,0.0021657254287007
lstm,DEC_8_2023,60,ohio_591,R_EGA_uE,mean,0.0354990925589836
lstm,DEC_8_2023,60,ohio_591,R_EGA_uE,std,0.0020455902437176
lstm,DEC_8_2023,60,ohio_591,TG,mean,7.0
lstm,DEC_8_2023,60,ohio_591,TG,std,2.449489742783178
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP,mean,0.8040767386091128
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP,std,0.0095502675068296
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_eu,mean,0.8700211380707537
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_eu,std,0.005380121287114
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_hyper,mean,0.7642782969885773
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_hyper,std,0.0191813082268225
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_559,CG_EGA_AP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE,mean,0.1180655475619504
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE,std,0.0075901374711234
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_eu,mean,0.0976537950416205
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_eu,std,0.0071288116839135
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_hyper,mean,0.1580477673935618
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_hyper,std,0.0134818960474496
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_559,CG_EGA_BE_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP,mean,0.0778577138289368
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP,std,0.0050264460183093
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_eu,mean,0.032325066887626
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_eu,std,0.0046043250527807
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_hyper,mean,0.0776739356178608
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_hyper,std,0.0130923509968635
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_hypo,mean,1.0
lstm,DEC_8_2023,120,ohio_559,CG_EGA_EP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_559,MAPE,mean,27.69393026828766
lstm,DEC_8_2023,120,ohio_559,MAPE,std,0.5392347695159347
lstm,DEC_8_2023,120,ohio_559,MASE,mean,0.8452162027359009
lstm,DEC_8_2023,120,ohio_559,MASE,std,0.0146172966614646
lstm,DEC_8_2023,120,ohio_559,P_EGA_A,mean,0.528697042366107
lstm,DEC_8_2023,120,ohio_559,P_EGA_A,std,0.0174480460300177
lstm,DEC_8_2023,120,ohio_559,P_EGA_A+B,mean,0.9519584332533972
lstm,DEC_8_2023,120,ohio_559,P_EGA_A+B,std,0.0031409884419486
lstm,DEC_8_2023,120,ohio_559,P_EGA_B,mean,0.4232613908872901
lstm,DEC_8_2023,120,ohio_559,P_EGA_B,std,0.0184875341510087
lstm,DEC_8_2023,120,ohio_559,P_EGA_C,mean,0.0023980815347721
lstm,DEC_8_2023,120,ohio_559,P_EGA_C,std,0.0031062125064309
lstm,DEC_8_2023,120,ohio_559,P_EGA_D,mean,0.0442046362909672
lstm,DEC_8_2023,120,ohio_559,P_EGA_D,std,0.0040492166720747
lstm,DEC_8_2023,120,ohio_559,P_EGA_E,mean,0.0014388489208633
lstm,DEC_8_2023,120,ohio_559,P_EGA_E,std,0.0007412964424856
lstm,DEC_8_2023,120,ohio_559,RMSE,mean,52.24548416137695
lstm,DEC_8_2023,120,ohio_559,RMSE,std,1.0092472697319856
lstm,DEC_8_2023,120,ohio_559,R_EGA_A,mean,0.6241406874500399
lstm,DEC_8_2023,120,ohio_559,R_EGA_A,std,0.0184366571247581
lstm,DEC_8_2023,120,ohio_559,R_EGA_A+B,mean,0.8454836131095125
lstm,DEC_8_2023,120,ohio_559,R_EGA_A+B,std,0.0081738276778028
lstm,DEC_8_2023,120,ohio_559,R_EGA_B,mean,0.2213429256594724
lstm,DEC_8_2023,120,ohio_559,R_EGA_B,std,0.0133768151211887
lstm,DEC_8_2023,120,ohio_559,R_EGA_lC,mean,0.0372501998401278
lstm,DEC_8_2023,120,ohio_559,R_EGA_lC,std,0.004210133999125
lstm,DEC_8_2023,120,ohio_559,R_EGA_lD,mean,0.0250999200639488
lstm,DEC_8_2023,120,ohio_559,R_EGA_lD,std,0.0020905990136885
lstm,DEC_8_2023,120,ohio_559,R_EGA_lE,mean,0.0118305355715427
lstm,DEC_8_2023,120,ohio_559,R_EGA_lE,std,0.0019350469123757
lstm,DEC_8_2023,120,ohio_559,R_EGA_uC,mean,0.0463629096722621
lstm,DEC_8_2023,120,ohio_559,R_EGA_uC,std,0.0040047881854117
lstm,DEC_8_2023,120,ohio_559,R_EGA_uD,mean,0.0149480415667466
lstm,DEC_8_2023,120,ohio_559,R_EGA_uD,std,0.0023793566852337
lstm,DEC_8_2023,120,ohio_559,R_EGA_uE,mean,0.0190247801758593
lstm,DEC_8_2023,120,ohio_559,R_EGA_uE,std,0.0023793566852337
lstm,DEC_8_2023,120,ohio_559,TG,mean,67.0
lstm,DEC_8_2023,120,ohio_559,TG,std,15.033296378372908
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP,mean,0.7770849571317224
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP,std,0.0395590882009338
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,mean,0.8316602841014497
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,std,0.0469419458933572
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,mean,0.7048192771084337
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,std,0.0337265719206935
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE,mean,0.1395946999220577
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE,std,0.0291918712083378
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,mean,0.1317937879309887
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,std,0.0323943725827214
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,mean,0.1540160642570281
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,std,0.024688181348279
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP,mean,0.0833203429462197
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP,std,0.0114110328814872
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,mean,0.0365459279675615
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,std,0.0146508907766507
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,mean,0.1411646586345381
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,std,0.0173157117568755
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,mean,1.0
lstm,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_563,MAPE,mean,21.4293509721756
lstm,DEC_8_2023,120,ohio_563,MAPE,std,0.8420703661586372
lstm,DEC_8_2023,120,ohio_563,MASE,mean,0.884666097164154
lstm,DEC_8_2023,120,ohio_563,MASE,std,0.0331044806111015
lstm,DEC_8_2023,120,ohio_563,P_EGA_A,mean,0.6044427123928293
lstm,DEC_8_2023,120,ohio_563,P_EGA_A,std,0.0221073337547666
lstm,DEC_8_2023,120,ohio_563,P_EGA_A+B,mean,0.9501169134840218
lstm,DEC_8_2023,120,ohio_563,P_EGA_A+B,std,0.0061173552206854
lstm,DEC_8_2023,120,ohio_563,P_EGA_B,mean,0.3456742010911925
lstm,DEC_8_2023,120,ohio_563,P_EGA_B,std,0.022358716782681
lstm,DEC_8_2023,120,ohio_563,P_EGA_C,mean,0.0024941543257989
lstm,DEC_8_2023,120,ohio_563,P_EGA_C,std,0.0020414342718174
lstm,DEC_8_2023,120,ohio_563,P_EGA_D,mean,0.0470771628994544
lstm,DEC_8_2023,120,ohio_563,P_EGA_D,std,0.0068986661304314
lstm,DEC_8_2023,120,ohio_563,P_EGA_E,mean,0.0003117692907248
lstm,DEC_8_2023,120,ohio_563,P_EGA_E,std,0.0002916334674024
lstm,DEC_8_2023,120,ohio_563,RMSE,mean,45.89757766723633
lstm,DEC_8_2023,120,ohio_563,RMSE,std,1.908293620202892
lstm,DEC_8_2023,120,ohio_563,R_EGA_A,mean,0.5385814497272019
lstm,DEC_8_2023,120,ohio_563,R_EGA_A,std,0.0595828147243755
lstm,DEC_8_2023,120,ohio_563,R_EGA_A+B,mean,0.8123148869836321
lstm,DEC_8_2023,120,ohio_563,R_EGA_A+B,std,0.042249196613752
lstm,DEC_8_2023,120,ohio_563,R_EGA_B,mean,0.2737334372564303
lstm,DEC_8_2023,120,ohio_563,R_EGA_B,std,0.0180795949846204
lstm,DEC_8_2023,120,ohio_563,R_EGA_lC,mean,0.0494933749025721
lstm,DEC_8_2023,120,ohio_563,R_EGA_lC,std,0.0219307591864376
lstm,DEC_8_2023,120,ohio_563,R_EGA_lD,mean,0.0247077162899454
lstm,DEC_8_2023,120,ohio_563,R_EGA_lD,std,0.0044063270538121
lstm,DEC_8_2023,120,ohio_563,R_EGA_lE,mean,0.0145752143413873
lstm,DEC_8_2023,120,ohio_563,R_EGA_lE,std,0.0042088854247856
lstm,DEC_8_2023,120,ohio_563,R_EGA_uC,mean,0.0540140296180826
lstm,DEC_8_2023,120,ohio_563,R_EGA_uC,std,0.0176459766055128
lstm,DEC_8_2023,120,ohio_563,R_EGA_uD,mean,0.0231488698363211
lstm,DEC_8_2023,120,ohio_563,R_EGA_uD,std,0.0041139963274814
lstm,DEC_8_2023,120,ohio_563,R_EGA_uE,mean,0.0217459080280592
lstm,DEC_8_2023,120,ohio_563,R_EGA_uE,std,0.0064102525939055
lstm,DEC_8_2023,120,ohio_563,TG,mean,26.0
lstm,DEC_8_2023,120,ohio_563,TG,std,5.830951894845301
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP,mean,0.883217550274223
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP,std,0.0095249432393894
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,mean,0.9138381028086912
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,std,0.0119088176383893
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,mean,0.8747643979057592
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,std,0.0116008467017864
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,mean,0.0181818181818181
lstm,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,std,0.0363636363636363
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE,mean,0.0809506398537477
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE,std,0.0061207935525679
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,mean,0.0692266464325287
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,std,0.0099521795862592
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,mean,0.086282722513089
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,std,0.0071127152660698
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,mean,0.0181818181818181
lstm,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,std,0.0363636363636363
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP,mean,0.0358318098720292
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP,std,0.0055691211011801
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,mean,0.0169352507587801
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,std,0.0048715968419277
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,mean,0.0389528795811518
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,std,0.0092158495186128
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,mean,0.9636363636363636
lstm,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,std,0.0727272727272727
lstm,DEC_8_2023,120,ohio_570,MAPE,mean,17.445189356803894
lstm,DEC_8_2023,120,ohio_570,MAPE,std,0.5127801738026813
lstm,DEC_8_2023,120,ohio_570,MASE,mean,0.8684295058250427
lstm,DEC_8_2023,120,ohio_570,MASE,std,0.0323618529807974
lstm,DEC_8_2023,120,ohio_570,P_EGA_A,mean,0.7020109689213895
lstm,DEC_8_2023,120,ohio_570,P_EGA_A,std,0.0131606742287783
lstm,DEC_8_2023,120,ohio_570,P_EGA_A+B,mean,0.979305301645338
lstm,DEC_8_2023,120,ohio_570,P_EGA_A+B,std,0.0054162732540084
lstm,DEC_8_2023,120,ohio_570,P_EGA_B,mean,0.2772943327239487
lstm,DEC_8_2023,120,ohio_570,P_EGA_B,std,0.0099559034296848
lstm,DEC_8_2023,120,ohio_570,P_EGA_C,mean,0.0020475319926873
lstm,DEC_8_2023,120,ohio_570,P_EGA_C,std,0.0010993269746524
lstm,DEC_8_2023,120,ohio_570,P_EGA_D,mean,0.0186471663619744
lstm,DEC_8_2023,120,ohio_570,P_EGA_D,std,0.006332909716888
lstm,DEC_8_2023,120,ohio_570,P_EGA_E,mean,0.0
lstm,DEC_8_2023,120,ohio_570,P_EGA_E,std,0.0
lstm,DEC_8_2023,120,ohio_570,RMSE,mean,44.6011962890625
lstm,DEC_8_2023,120,ohio_570,RMSE,std,1.3903209686211788
lstm,DEC_8_2023,120,ohio_570,R_EGA_A,mean,0.6829250457038392
lstm,DEC_8_2023,120,ohio_570,R_EGA_A,std,0.0102856020314543
lstm,DEC_8_2023,120,ohio_570,R_EGA_A+B,mean,0.9012065813528336
lstm,DEC_8_2023,120,ohio_570,R_EGA_A+B,std,0.0071176946895174
lstm,DEC_8_2023,120,ohio_570,R_EGA_B,mean,0.2182815356489945
lstm,DEC_8_2023,120,ohio_570,R_EGA_B,std,0.0070406463777175
lstm,DEC_8_2023,120,ohio_570,R_EGA_lC,mean,0.023180987202925
lstm,DEC_8_2023,120,ohio_570,R_EGA_lC,std,0.003549443831667
lstm,DEC_8_2023,120,ohio_570,R_EGA_lD,mean,0.0190127970749542
lstm,DEC_8_2023,120,ohio_570,R_EGA_lD,std,0.0017304803753125
lstm,DEC_8_2023,120,ohio_570,R_EGA_lE,mean,0.0060694698354661
lstm,DEC_8_2023,120,ohio_570,R_EGA_lE,std,0.0010237659963436
lstm,DEC_8_2023,120,ohio_570,R_EGA_uC,mean,0.0307129798903107
lstm,DEC_8_2023,120,ohio_570,R_EGA_uC,std,0.0043814704728176
lstm,DEC_8_2023,120,ohio_570,R_EGA_uD,mean,0.0106032906764168
lstm,DEC_8_2023,120,ohio_570,R_EGA_uD,std,0.0009534482493897
lstm,DEC_8_2023,120,ohio_570,R_EGA_uE,mean,0.0092138939670932
lstm,DEC_8_2023,120,ohio_570,R_EGA_uE,std,0.0009646000700748
lstm,DEC_8_2023,120,ohio_570,TG,mean,29.0
lstm,DEC_8_2023,120,ohio_570,TG,std,5.830951894845301
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP,mean,0.772935246219465
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP,std,0.0146208971400383
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,mean,0.8690600743552779
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,std,0.0172633475552186
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,mean,0.7078848560700877
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,std,0.024456478974867
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,mean,0.0057553956834532
lstm,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,std,0.0115107913669064
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE,mean,0.1045366421093447
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE,std,0.008479526596564
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,mean,0.0979327574168316
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,std,0.0124859807892039
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,mean,0.1359198998748435
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,std,0.0134936990958133
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,mean,0.0014388489208633
lstm,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,std,0.0028776978417266
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP,mean,0.1225281116711904
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP,std,0.0114500372704407
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,mean,0.0330071682278905
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,std,0.005392180728617
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,mean,0.1561952440550688
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,std,0.0367917377255031
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,mean,0.9928057553956836
lstm,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,std,0.014388489208633
lstm,DEC_8_2023,120,ohio_575,MAPE,mean,29.472981095314022
lstm,DEC_8_2023,120,ohio_575,MAPE,std,0.9078603879961096
lstm,DEC_8_2023,120,ohio_575,MASE,mean,0.9170636534690856
lstm,DEC_8_2023,120,ohio_575,MASE,std,0.0466246833111705
lstm,DEC_8_2023,120,ohio_575,P_EGA_A,mean,0.4915858860023265
lstm,DEC_8_2023,120,ohio_575,P_EGA_A,std,0.0218193856614688
lstm,DEC_8_2023,120,ohio_575,P_EGA_A+B,mean,0.9115936409461032
lstm,DEC_8_2023,120,ohio_575,P_EGA_A+B,std,0.00984908390437
lstm,DEC_8_2023,120,ohio_575,P_EGA_B,mean,0.4200077549437767
lstm,DEC_8_2023,120,ohio_575,P_EGA_B,std,0.0128774104704566
lstm,DEC_8_2023,120,ohio_575,P_EGA_C,mean,0.0008530438154323
lstm,DEC_8_2023,120,ohio_575,P_EGA_C,std,0.0013521206494116
lstm,DEC_8_2023,120,ohio_575,P_EGA_D,mean,0.0869329197363319
lstm,DEC_8_2023,120,ohio_575,P_EGA_D,std,0.0093298129682207
lstm,DEC_8_2023,120,ohio_575,P_EGA_E,mean,0.0006203955021326
lstm,DEC_8_2023,120,ohio_575,P_EGA_E,std,0.0012407910042652
lstm,DEC_8_2023,120,ohio_575,RMSE,mean,50.260912322998045
lstm,DEC_8_2023,120,ohio_575,RMSE,std,3.0591871988958546
lstm,DEC_8_2023,120,ohio_575,R_EGA_A,mean,0.6348972469949593
lstm,DEC_8_2023,120,ohio_575,R_EGA_A,std,0.0215632065141845
lstm,DEC_8_2023,120,ohio_575,R_EGA_A+B,mean,0.8493214424195425
lstm,DEC_8_2023,120,ohio_575,R_EGA_A+B,std,0.0152016679755074
lstm,DEC_8_2023,120,ohio_575,R_EGA_B,mean,0.2144241954245831
lstm,DEC_8_2023,120,ohio_575,R_EGA_B,std,0.0119662576958415
lstm,DEC_8_2023,120,ohio_575,R_EGA_lC,mean,0.0247382706475378
lstm,DEC_8_2023,120,ohio_575,R_EGA_lC,std,0.0079593079943048
lstm,DEC_8_2023,120,ohio_575,R_EGA_lD,mean,0.0311748739821636
lstm,DEC_8_2023,120,ohio_575,R_EGA_lD,std,0.0017615845973789
lstm,DEC_8_2023,120,ohio_575,R_EGA_lE,mean,0.0151221403644823
lstm,DEC_8_2023,120,ohio_575,R_EGA_lE,std,0.0021378904617433
lstm,DEC_8_2023,120,ohio_575,R_EGA_uC,mean,0.0315626211709965
lstm,DEC_8_2023,120,ohio_575,R_EGA_uC,std,0.0062068624439747
lstm,DEC_8_2023,120,ohio_575,R_EGA_uD,mean,0.0259015122140364
lstm,DEC_8_2023,120,ohio_575,R_EGA_uD,std,0.0037223730127956
lstm,DEC_8_2023,120,ohio_575,R_EGA_uE,mean,0.0221791392012407
lstm,DEC_8_2023,120,ohio_575,R_EGA_uE,std,0.0036817611385712
lstm,DEC_8_2023,120,ohio_575,TG,mean,36.0
lstm,DEC_8_2023,120,ohio_575,TG,std,38.13135192987524
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP,mean,0.8691535150645624
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP,std,0.0027165130887749
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,mean,0.8947229551451187
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,std,0.0024539677094641
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,mean,0.8413249211356467
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,std,0.0063953107043259
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE,mean,0.0913916786226685
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE,std,0.0023289358795908
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,mean,0.0889182058047493
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,std,0.0019744893861603
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,mean,0.0946372239747634
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,std,0.0046789895817638
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,mean,0.0
lstm,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP,mean,0.039454806312769
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP,std,0.0029837351998687
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,mean,0.0163588390501319
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,std,0.0019299127755049
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,mean,0.0640378548895899
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,std,0.0087165627000934
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,mean,1.0
lstm,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,std,0.0
lstm,DEC_8_2023,120,ohio_588,MAPE,mean,20.329374372959137
lstm,DEC_8_2023,120,ohio_588,MAPE,std,0.8875138424966765
lstm,DEC_8_2023,120,ohio_588,MASE,mean,0.8129236102104187
lstm,DEC_8_2023,120,ohio_588,MASE,std,0.0242719099008981
lstm,DEC_8_2023,120,ohio_588,P_EGA_A,mean,0.6510760401721664
lstm,DEC_8_2023,120,ohio_588,P_EGA_A,std,0.0125433446914632
lstm,DEC_8_2023,120,ohio_588,P_EGA_A+B,mean,0.9772596843615496
